,Unnamed: 0,id,tag,csn,Choicesituation,Scenario,Block,CS,Choice_,ASCsq,ROAD,DIST,FREQ,PARK,RECRE,PRICE,Abgeschlossen,LetzteSeite,Datumgestartet,DatumletzteAktivitt,AGE,STAY,WasistIhrePostleitzahl,Beruf_Sonst,WasstudierenSie,WasstudierenSieSonstiges,WieweitistdienchsteHaltest,WennjawievielwrdenSieeinm,GEN,PROF,MODE,MODEFR,COMMODE,INCOME,SindSiegrundstzlichbereitf,WrenSiebereitsichfrdasP,WelcheParteihabenSiebeider,CHILD,RES,OWNB,OWNC,_merge,CF,CF_car,CF_stay,CF_pt,CF_age,CF_male,CF_income,CF_child,CF_bike,BIKELANE,BIKESEP,DIST6,DIST3,FREQ_HIGHER,FREQ_HIGHEST,UNGUARDED,GUARDED,ID_1
4936,4936,247,0,1646,34,2,4,Konzept A,0,0,1,3,3,2,1,3,2014-07-08 14:51:24,44,2014-07-08 14:45:39,2014-07-08 14:51:24,26.0,7.0,10405.0,,Sonstiges,Stadtplanung,7,,1,Student_in,2,4,ÖPNV,2,Nein,Ja,Andere,1,1,1,1,matched (3),1.0,1.0,1.0,4.0,26.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,167
4937,4937,247,0,1646,34,3,4,Konzept A,0,1,1,1,1,1,1,6,2014-07-08 14:51:24,44,2014-07-08 14:45:39,2014-07-08 14:51:24,26.0,7.0,10405.0,,Sonstiges,Stadtplanung,7,,1,Student_in,2,4,ÖPNV,2,Nein,Ja,Andere,1,1,1,1,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167
4938,4938,247,0,1647,35,1,4,Konzept B,0,0,1,2,1,1,2,6,2014-07-08 14:51:24,44,2014-07-08 14:45:39,2014-07-08 14:51:24,26.0,7.0,10405.0,,Sonstiges,Stadtplanung,7,,1,Student_in,2,4,ÖPNV,2,Nein,Ja,Andere,1,1,1,1,matched (3),1.0,1.0,1.0,4.0,26.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,167
4939,4939,247,0,1647,35,2,4,Konzept B,1,0,1,1,3,2,3,2,2014-07-08 14:51:24,44,2014-07-08 14:45:39,2014-07-08 14:51:24,26.0,7.0,10405.0,,Sonstiges,Stadtplanung,7,,1,Student_in,2,4,ÖPNV,2,Nein,Ja,Andere,1,1,1,1,matched (3),1.0,1.0,1.0,4.0,26.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,167
4940,4940,247,0,1647,35,3,4,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 14:51:24,44,2014-07-08 14:45:39,2014-07-08 14:51:24,26.0,7.0,10405.0,,Sonstiges,Stadtplanung,7,,1,Student_in,2,4,ÖPNV,2,Nein,Ja,Andere,1,1,1,1,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167
4968,4968,250,1,1657,5,1,4,Keine autofreie Stadt,0,0,2,3,1,1,1,5,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,168
4969,4969,250,0,1657,5,2,4,Keine autofreie Stadt,0,0,1,2,1,3,1,5,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,168
4970,4970,250,0,1657,5,3,4,Keine autofreie Stadt,1,1,1,1,1,1,1,6,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168
4971,4971,250,0,1658,10,1,4,Konzept B,0,0,1,1,1,1,3,3,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168
4972,4972,250,0,1658,10,2,4,Konzept B,1,0,2,2,2,3,2,1,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,168
4973,4973,250,0,1658,10,3,4,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168
4974,4974,250,0,1659,11,1,4,Konzept A,1,0,3,1,2,3,1,5,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,168
4975,4975,250,0,1659,11,2,4,Konzept A,0,0,2,3,2,3,1,3,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,168
4976,4976,250,0,1659,11,3,4,Konzept A,0,1,1,1,1,1,1,6,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168
4977,4977,250,0,1660,17,1,4,Konzept A,1,0,1,2,2,3,3,4,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,168
4978,4978,250,0,1660,17,2,4,Konzept A,0,0,2,1,3,1,2,6,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,168
4979,4979,250,0,1660,17,3,4,Konzept A,0,1,1,1,1,1,1,6,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168
4980,4980,250,0,1661,22,1,4,Konzept A,1,0,3,3,2,3,2,2,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,168
4981,4981,250,0,1661,22,2,4,Konzept A,0,0,3,1,1,1,3,2,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,168
4982,4982,250,0,1661,22,3,4,Konzept A,0,1,1,1,1,1,1,6,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168
4983,4983,250,0,1662,23,1,4,Konzept B,0,0,2,3,3,2,3,4,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,168
4984,4984,250,0,1662,23,2,4,Konzept B,1,0,3,2,1,1,2,1,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,168
4985,4985,250,0,1662,23,3,4,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168
4986,4986,250,0,1663,29,1,4,Konzept B,0,0,3,1,3,2,2,6,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,168
4987,4987,250,0,1663,29,2,4,Konzept B,1,0,3,3,2,2,3,4,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,168
4988,4988,250,0,1663,29,3,4,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168
4989,4989,250,0,1664,34,1,4,Konzept A,1,0,2,2,3,2,1,1,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,168
4990,4990,250,0,1664,34,2,4,Konzept A,0,0,1,3,3,2,1,3,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,168
4991,4991,250,0,1664,34,3,4,Konzept A,0,1,1,1,1,1,1,6,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168
4992,4992,250,0,1665,35,1,4,Konzept B,0,0,1,2,1,1,2,6,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,168
4993,4993,250,0,1665,35,2,4,Konzept B,1,0,1,1,3,2,3,2,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,matched (3),1.0,0.0,0.0,4.0,32.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,168
4994,4994,250,0,1665,35,3,4,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 14:55:09,44,2014-07-08 14:47:51,2014-07-08 14:55:09,32.0,12.0,,,,,1,,0,berufstätig,2,4,3,2,Nein,Ja,Grüne,1,0,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168
4995,4995,251,1,1666,1,1,1,Konzept B,0,0,2,2,1,3,2,5,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,169
4996,4996,251,0,1666,1,2,1,Konzept B,1,0,1,3,2,1,2,1,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,169
4997,4997,251,0,1666,1,3,1,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169
4998,4998,251,0,1667,6,1,1,Konzept B,0,0,1,1,1,2,2,5,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,169
4999,4999,251,0,1667,6,2,1,Konzept B,1,0,3,2,3,1,1,3,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,169
5000,5000,251,0,1667,6,3,1,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169
5001,5001,251,0,1668,7,1,1,Konzept B,0,0,2,1,2,1,1,3,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,169
5002,5002,251,0,1668,7,2,1,Konzept B,1,0,3,3,3,1,2,5,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,169
5003,5003,251,0,1668,7,3,1,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169
5004,5004,251,0,1669,13,1,1,Konzept B,0,0,1,1,2,2,1,4,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,169
5005,5005,251,0,1669,13,2,1,Konzept B,1,0,2,2,1,2,3,2,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,169
5006,5006,251,0,1669,13,3,1,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169
5007,5007,251,0,1670,18,1,1,Konzept B,0,0,3,3,2,1,1,4,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,169
5008,5008,251,0,1670,18,2,1,Konzept B,1,0,1,1,2,2,2,1,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,169
5009,5009,251,0,1670,18,3,1,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169
5010,5010,251,0,1671,19,1,1,Konzept A,1,0,1,3,3,3,3,2,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,169
5011,5011,251,0,1671,19,2,1,Konzept A,0,0,1,2,2,2,3,6,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,169
5012,5012,251,0,1671,19,3,1,Konzept A,0,1,1,1,1,1,1,6,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169
5013,5013,251,0,1672,25,1,1,Konzept A,1,0,3,3,3,1,3,6,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,169
5014,5014,251,0,1672,25,2,1,Konzept A,0,0,3,1,3,3,1,3,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,169
5015,5015,251,0,1672,25,3,1,Konzept A,0,1,1,1,1,1,1,6,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169
5016,5016,251,0,1673,30,1,1,Konzept B,0,0,2,2,3,3,3,6,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,169
5017,5017,251,0,1673,30,2,1,Konzept B,1,0,2,3,1,3,3,2,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,169
5018,5018,251,0,1673,30,3,1,Konzept B,0,1,1,1,1,1,1,6,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169
5019,5019,251,0,1674,31,1,1,Konzept A,1,0,3,2,1,2,2,1,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,169
5020,5020,251,0,1674,31,2,1,Konzept A,0,0,2,1,1,3,1,4,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,matched (3),1.0,0.0,1.0,4.0,20.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169
5021,5021,251,0,1674,31,3,1,Konzept A,0,1,1,1,1,1,1,6,2014-07-08 15:09:48,44,2014-07-08 14:53:18,2014-07-08 15:09:48,20.0,2.0,10116.0,,Sonstiges,Jura,5,1000.0,1,Student_in,3,4,3,2,Ja,Ja,FDP,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169
5022,5022,252,1,1675,3,1,2,Konzept A,1,0,2,3,2,3,2,3,2014-07-08 15:04:07,44,2014-07-08 14:58:48,2014-07-08 15:04:07,31.0,4.0,10967.0,,,,3,100.0,1,berufstätig,2,5,ÖPNV,2,Ja,Ja,SPD,1,1,1,0,matched (3),1.0,0.0,1.0,5.0,31.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,170
5023,5023,252,0,1675,3,2,2,Konzept A,0,0,2,2,3,2,1,4,2014-07-08 15:04:07,44,2014-07-08 14:58:48,2014-07-08 15:04:07,31.0,4.0,10967.0,,,,3,100.0,1,berufstätig,2,5,ÖPNV,2,Ja,Ja,SPD,1,1,1,0,matched (3),1.0,0.0,1.0,5.0,31.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,170
5024,5024,252,0,1675,3,3,2,Konzept A,0,1,1,1,1,1,1,6,2014-07-08 15:04:07,44,2014-07-08 14:58:48,2014-07-08 15:04:07,31.0,4.0,10967.0,,,,3,100.0,1,berufstätig,2,5,ÖPNV,2,Ja,Ja,SPD,1,1,1,0,using only (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170
